pid,center_gps,coordinate,photo_counts,matched_aoi,matched_aid
954,"[35.05474124, 135.80365644]","[[35.055122, 135.803672], [35.055122, 135.803333], [35.054444, 135.803672], [35.054444, 135.803333]]",6,"['Shugakuin Imperial Villa, 修学院離宮']",[49]
955,"[35.01625443, 135.74830693]","[[35.016329, 135.748357], [35.016329, 135.747928], [35.016079, 135.748357], [35.016079, 135.747928]]",36,[],[]
956,"[34.99783927, 135.76913155]","[[34.998297, 135.769261], [34.998297, 135.769042], [34.997378, 135.769261], [34.997378, 135.769042]]",9,[],[]
957,"[34.98745346, 135.7484058]","[[34.987563, 135.748488], [34.987563, 135.748274], [34.987422, 135.748488], [34.987422, 135.748274]]",8,"['Kyoto Aquarium, 京都水族館']",[80]
958,"[34.98751082, 135.74777435]","[[34.987561, 135.747848], [34.987561, 135.74768], [34.987464, 135.747848], [34.987464, 135.74768]]",11,"['Kyoto Aquarium, 京都水族館']",[80]
959,"[34.98763444, 135.7478942]","[[34.987735, 135.747939], [34.987735, 135.747857], [34.987631, 135.747939], [34.987631, 135.747857]]",16,"['Kyoto Aquarium, 京都水族館']",[80]
960,"[35.01751031, 135.77090486]","[[35.018188, 135.771274], [35.018188, 135.770602], [35.017318, 135.771274], [35.017318, 135.770602]]",8,[],[]
961,"[35.01762046, 135.77211108]","[[35.018013, 135.772372], [35.018013, 135.7715], [35.016733, 135.772372], [35.016733, 135.7715]]",65,[],[]
962,"[35.0273133, 135.7636933]","[[35.027536, 135.763719], [35.027536, 135.763463], [35.027261, 135.763719], [35.027261, 135.763463]]",15,['京都御所'],[41]
963,"[35.01083465, 135.74126428]","[[35.011, 135.741426], [35.011, 135.741166], [35.010806, 135.741426], [35.010806, 135.741166]]",7,[],[]
964,"[35.01092882, 135.74172921]","[[35.011228, 135.741748], [35.011228, 135.741713], [35.010877, 135.741748], [35.010877, 135.741713]]",8,[],[]
965,"[35.02910274, 135.67912721]","[[35.029125, 135.679147], [35.029125, 135.679088], [35.029027, 135.679147], [35.029027, 135.679088]]",8,"['Daikaku-ji, 大覚寺']",[19]
966,"[35.05298464, 135.80639176]","[[35.052988, 135.806397], [35.052988, 135.80638], [35.05298, 135.806397], [35.05298, 135.80638]]",3,[],[]
967,"[35.0144597, 135.79050919]","[[35.014622, 135.790997], [35.014622, 135.790216], [35.013827, 135.790997], [35.013827, 135.790216]]",9,[],[]
968,"[35.02449932, 135.72257834]","[[35.024833, 135.722666], [35.024833, 135.722333], [35.024499, 135.722666], [35.024499, 135.722333]]",5,"['Myōshinji Temple, 妙心寺']",[34]
969,"[35.0157415, 135.77115407]","[[35.015863, 135.771274], [35.015863, 135.771089], [35.015657, 135.771274], [35.015657, 135.771089]]",5,[],[]
970,"[35.02896875, 135.76240136]","[[35.029152, 135.762691], [35.029152, 135.762208], [35.028871, 135.762691], [35.028871, 135.762208]]",6,['京都御所'],[41]
971,"[34.99384839, 135.76488355]","[[34.994566, 135.765798], [34.994566, 135.764], [34.992891, 135.765798], [34.992891, 135.764]]",51,[],[]
972,"[35.01737754, 135.77650408]","[[35.01751, 135.777025], [35.01751, 135.776244], [35.017063, 135.777025], [35.017063, 135.776244]]",24,[],[]
973,"[34.98432734, 135.7501568]","[[34.984588, 135.750655], [34.984588, 135.750061], [34.984296, 135.750655], [34.984296, 135.750061]]",8,[],[]
974,"[35.04677466, 135.7611633]","[[35.047213, 135.762162], [35.047213, 135.760459], [35.0462, 135.762162], [35.0462, 135.760459]]",33,"['Kyoto Botanical Gardens, 京都府立植物園']",[37]
975,"[35.04733468, 135.76308105]","[[35.047927, 135.763797], [35.047927, 135.762475], [35.047002, 135.763797], [35.047002, 135.762475]]",51,"['Kyoto Botanical Gardens, 京都府立植物園']",[37]
976,"[34.99163043, 135.76631475]","[[34.991822, 135.766355], [34.991822, 135.76588], [34.99143, 135.766355], [34.99143, 135.76588]]",7,[],[]
977,"[34.99092588, 135.76557136]","[[34.991632, 135.765781], [34.991632, 135.765094], [34.990727, 135.765781], [34.990727, 135.765094]]",25,[],[]
978,"[35.02151556, 135.79034662]","[[35.021983, 135.790414], [35.021983, 135.790072], [35.021474, 135.790414], [35.021474, 135.790072]]",6,[],[]
979,"[35.02140076, 135.78914843]","[[35.022177, 135.789825], [35.022177, 135.788605], [35.021018, 135.789825], [35.021018, 135.788605]]",77,[],[]
980,"[34.99940181, 135.77087533]","[[34.999725, 135.771789], [34.999725, 135.77], [34.998389, 135.771789], [34.998389, 135.77]]",31,[],[]
981,"[34.99030239, 135.76199677]","[[34.99073, 135.762147], [34.99073, 135.761629], [34.990166, 135.762147], [34.990166, 135.761629]]",8,[],[]
982,"[34.99222883, 135.76411424]","[[34.992738, 135.764333], [34.992738, 135.763661], [34.991833, 135.764333], [34.991833, 135.763661]]",19,[],[]
983,"[34.99160591, 135.76226777]","[[34.991694, 135.762333], [34.991694, 135.761779], [34.99125, 135.762333], [34.99125, 135.761779]]",86,[],[]
984,"[34.99128999, 135.76339362]","[[34.991802, 135.764066], [34.991802, 135.762863], [34.990398, 135.764066], [34.990398, 135.762863]]",89,[],[]
985,"[34.99180276, 135.76295316]","[[34.992411, 135.763166], [34.992411, 135.762333], [34.991551, 135.763166], [34.991551, 135.762333]]",47,[],[]
986,"[35.0206542, 135.75881577]","[[35.021166, 135.759333], [35.021166, 135.758485], [35.0205, 135.759333], [35.0205, 135.758485]]",9,[],[]
987,"[35.02134514, 135.75939735]","[[35.021499, 135.759666], [35.021499, 135.759333], [35.021166, 135.759666], [35.021166, 135.759333]]",8,[],[]
988,"[35.01423633, 135.77890321]","[[35.014333, 135.779], [35.014333, 135.778656], [35.014166, 135.779], [35.014166, 135.778656]]",3,[],[]
989,"[35.01375212, 135.77958841]","[[35.014251, 135.779783], [35.014251, 135.778999], [35.013466, 135.779783], [35.013466, 135.778999]]",12,[],[]
990,"[34.98968493, 135.78741083]","[[34.990066, 135.787539], [34.990066, 135.787033], [34.989272, 135.787539], [34.989272, 135.787033]]",13,[],[]
991,"[34.9891874, 135.78704534]","[[34.989344, 135.787067], [34.989344, 135.786805], [34.988638, 135.787067], [34.988638, 135.786805]]",5,[],[]
992,"[35.02433898, 135.76817321]","[[35.024511, 135.76833], [35.024511, 135.768052], [35.024311, 135.76833], [35.024311, 135.768052]]",26,[],[]
993,"[35.02455181, 135.76774504]","[[35.024555, 135.767822], [35.024555, 135.767669], [35.024373, 135.767822], [35.024373, 135.767669]]",84,[],[]
994,"[35.02442201, 135.76729929]","[[35.024744, 135.767502], [35.024744, 135.767027], [35.024147, 135.767502], [35.024147, 135.767027]]",80,[],[]
995,"[35.02908345, 135.7781985]","[[35.029293, 135.778227], [35.029293, 135.777858], [35.028863, 135.778227], [35.028863, 135.777858]]",14,[],[]
996,"[35.02867919, 135.7774972]","[[35.028919, 135.777825], [35.028919, 135.777205], [35.028355, 135.777825], [35.028355, 135.777205]]",6,[],[]
997,"[35.00618559, 135.76082192]","[[35.006491, 135.761187], [35.006491, 135.760802], [35.005885, 135.761187], [35.005885, 135.760802]]",6,"['Kawaramachi Street, 河原町']",[88]
998,"[35.01214923, 135.60573955]","[[35.012197, 135.605813], [35.012197, 135.605211], [35.011861, 135.605813], [35.011861, 135.605211]]",9,[],[]
999,"[35.0139572, 135.60757914]","[[35.014288, 135.607861], [35.014288, 135.607513], [35.013759, 135.607861], [35.013759, 135.607513]]",6,[],[]
1000,"[35.01318307, 135.6068454]","[[35.013805, 135.607394], [35.013805, 135.606319], [35.012688, 135.607394], [35.012688, 135.606319]]",133,[],[]
1001,"[35.01290648, 135.60651275]","[[35.012761, 135.606263], [35.012761, 135.606066], [35.012444, 135.606263], [35.012444, 135.606066]]",4,[],[]
1002,"[35.01184257, 135.7798543]","[[35.012055, 135.780029], [35.012055, 135.779845], [35.011812, 135.780029], [35.011812, 135.779845]]",13,[],[]
1003,"[35.01494513, 135.78870801]","[[35.015333, 135.7891], [35.015333, 135.788533], [35.014619, 135.7891], [35.014619, 135.788533]]",47,[],[]
1004,"[35.03430674, 135.77466637]","[[35.034775, 135.774913], [35.034775, 135.774021], [35.034166, 135.774913], [35.034166, 135.774021]]",9,[],[]
1005,"[35.12839751, 135.76498392]","[[35.128936, 135.765609], [35.128936, 135.764922], [35.128332, 135.765609], [35.128332, 135.764922]]",26,[],[]
1006,"[35.02784008, 135.72112813]","[[35.027866, 135.72116], [35.027866, 135.7211], [35.02784, 135.72116], [35.02784, 135.7211]]",16,[],[]
1007,"[34.97846888, 135.76625154]","[[34.978472, 135.766274], [34.978472, 135.766233], [34.978465, 135.766274], [34.978465, 135.766233]]",5,[],[]
1008,"[34.97831735, 135.7663025]","[[34.978319, 135.766329], [34.978319, 135.766288], [34.978316, 135.766329], [34.978316, 135.766288]]",4,[],[]
1009,"[34.9854638, 135.74659007]","[[34.985512, 135.746641], [34.985512, 135.746116], [34.985108, 135.746641], [34.985108, 135.746116]]",14,[],[]
1010,"[35.00748549, 135.76340451]","[[35.007666, 135.763549], [35.007666, 135.763166], [35.007503, 135.763549], [35.007503, 135.763166]]",7,"['Kawaramachi Street, 河原町']",[88]
1011,"[35.00675187, 135.7636961]","[[35.007362, 135.764254], [35.007362, 135.763313], [35.006083, 135.764254], [35.006083, 135.763313]]",35,"['Kawaramachi Street, 河原町']",[88]
1012,"[35.00620705, 135.76403407]","[[35.006325, 135.764558], [35.006325, 135.76411], [35.00595, 135.764558], [35.00595, 135.76411]]",13,"['Kawaramachi Street, 河原町']",[88]
1013,"[35.04494336, 135.79778642]","[[35.04495, 135.7978], [35.04495, 135.797719], [35.044799, 135.7978], [35.044799, 135.797719]]",3,[],[]
1014,"[35.04506765, 135.79686321]","[[35.04508, 135.79693], [35.04508, 135.79673], [35.044969, 135.79693], [35.044969, 135.79673]]",6,[],[]
1015,"[35.04498063, 135.79714191]","[[35.045019, 135.79723], [35.045019, 135.79703], [35.044861, 135.79723], [35.044861, 135.79703]]",12,[],[]
1016,"[35.04369953, 135.79620368]","[[35.043857, 135.796416], [35.043857, 135.795976], [35.043593, 135.796416], [35.043593, 135.795976]]",109,"['Shisen-dō, 詩仙堂']",[51]
1017,"[35.11625242, 135.77161693]","[[35.116994, 135.772163], [35.116994, 135.771391], [35.115273, 135.772163], [35.115273, 135.771391]]",106,[],[]
1018,"[35.11787151, 135.77096122]","[[35.118666, 135.771558], [35.118666, 135.769472], [35.116969, 135.771558], [35.116969, 135.769472]]",221,"['Kurama-dera, 鞍馬寺']",[46]
1019,"[35.11773223, 135.76931035]","[[35.118016, 135.769383], [35.118016, 135.768908], [35.117451, 135.769383], [35.117451, 135.768908]]",7,"['Kurama-dera, 鞍馬寺']",[46]
1020,"[35.01881724, 135.78900449]","[[35.019172, 135.789371], [35.019172, 135.788803], [35.018796, 135.789371], [35.018796, 135.788803]]",38,[],[]
1021,"[35.01889466, 135.78961142]","[[35.019242, 135.789638], [35.019242, 135.78947], [35.018858, 135.789638], [35.018858, 135.78947]]",17,[],[]
1022,"[35.01879212, 135.78811235]","[[35.019177, 135.788508], [35.019177, 135.788044], [35.018725, 135.788508], [35.018725, 135.788044]]",62,[],[]
1023,"[35.0188293, 135.78746548]","[[35.019574, 135.787941], [35.019574, 135.787208], [35.018463, 135.787941], [35.018463, 135.787208]]",27,[],[]
1024,"[35.01074856, 135.75670781]","[[35.010877, 135.756833], [35.010877, 135.755996], [35.010244, 135.756833], [35.010244, 135.755996]]",17,[],[]
1025,"[35.12025742, 135.83007619]","[[35.120391, 135.8305], [35.120391, 135.829766], [35.120019, 135.8305], [35.120019, 135.829766]]",21,[],[]
1026,"[35.11997417, 135.82884176]","[[35.120067, 135.829333], [35.120067, 135.828704], [35.119525, 135.829333], [35.119525, 135.828704]]",8,[],[]
1027,"[35.11957755, 135.82921135]","[[35.119669, 135.829544], [35.119669, 135.828933], [35.119161, 135.829544], [35.119161, 135.828933]]",5,[],[]
1028,"[35.12118286, 135.83390294]","[[35.121394, 135.834577], [35.121394, 135.833769], [35.120644, 135.834577], [35.120644, 135.833769]]",43,"['Sanzen-in Temple, 三千院']",[48]
1029,"[35.12010864, 135.83123695]","[[35.120536, 135.832042], [35.120536, 135.830641], [35.119548, 135.832042], [35.119548, 135.830641]]",30,"['Sanzen-in Temple, 三千院']",[48]
1030,"[35.11993922, 135.83567025]","[[35.120014, 135.8358], [35.120014, 135.835617], [35.119979, 135.8358], [35.119979, 135.835617]]",6,"['Sanzen-in Temple, 三千院']",[48]
1031,"[35.11912933, 135.83386045]","[[35.11925, 135.833908], [35.11925, 135.833319], [35.118666, 135.833908], [35.118666, 135.833319]]",30,"['Sanzen-in Temple, 三千院']",[48]
1032,"[35.11933353, 135.83323611]","[[35.119458, 135.833305], [35.119458, 135.832666], [35.119297, 135.833305], [35.119297, 135.832666]]",13,"['Sanzen-in Temple, 三千院']",[48]
1033,"[35.11919004, 135.83579703]","[[35.119911, 135.83625], [35.119911, 135.835266], [35.11873, 135.83625], [35.11873, 135.835266]]",67,"['Sanzen-in Temple, 三千院']",[48]
1034,"[35.11978634, 135.83407876]","[[35.120497, 135.834527], [35.120497, 135.833373], [35.119236, 135.834527], [35.119236, 135.833373]]",62,"['Sanzen-in Temple, 三千院']",[48]
1035,"[35.11959413, 135.83463286]","[[35.120155, 135.835281], [35.120155, 135.833892], [35.118588, 135.835281], [35.118588, 135.833892]]",341,"['Sanzen-in Temple, 三千院']",[48]
1036,"[35.02427209, 135.85727506]","[[35.024333, 135.857305], [35.024333, 135.857247], [35.023969, 135.857305], [35.023969, 135.857247]]",5,[],[]
1037,"[35.02364639, 135.85665906]","[[35.02385, 135.856713], [35.02385, 135.8564], [35.023641, 135.856713], [35.023641, 135.8564]]",4,[],[]
1038,"[35.024041, 135.85665173]","[[35.02425, 135.856883], [35.02425, 135.856616], [35.024016, 135.856883], [35.024016, 135.856616]]",4,[],[]
1039,"[35.03055204, 135.85643553]","[[35.030666, 135.856504], [35.030666, 135.85635], [35.030523, 135.856504], [35.030523, 135.85635]]",9,[],[]
1040,"[35.03025765, 135.85636087]","[[35.030541, 135.8566], [35.030541, 135.856133], [35.029866, 135.8566], [35.029866, 135.856133]]",28,[],[]
1041,"[35.02986634, 135.8564718]","[[35.029833, 135.856533], [35.029833, 135.856466], [35.02965, 135.856533], [35.02965, 135.856466]]",3,[],[]
1042,"[35.02922413, 135.85639004]","[[35.029333, 135.856416], [35.029333, 135.856183], [35.029166, 135.856416], [35.029166, 135.856183]]",3,[],[]
1043,"[35.02891697, 135.85600092]","[[35.029072, 135.856233], [35.029072, 135.855788], [35.02873, 135.856233], [35.02873, 135.855788]]",5,[],[]
1044,"[35.02863134, 135.8562272]","[[35.028833, 135.856366], [35.028833, 135.85595], [35.028583, 135.856366], [35.028583, 135.85595]]",6,[],[]
1045,"[34.97409609, 135.77361381]","[[34.974111, 135.773689], [34.974111, 135.773611], [34.974066, 135.773689], [34.974066, 135.773611]]",5,[],[]
1046,"[35.02800566, 135.67798459]","[[35.028221, 135.678158], [35.028221, 135.677875], [35.027947, 135.678158], [35.027947, 135.677875]]",50,"['Daikaku-ji, 大覚寺']",[19]
1047,"[35.02798338, 135.67910443]","[[35.028125, 135.679124], [35.028125, 135.678952], [35.027949, 135.679124], [35.027949, 135.678952]]",26,"['Daikaku-ji, 大覚寺']",[19]
1048,"[35.02820295, 135.67914215]","[[35.028361, 135.679347], [35.028361, 135.679017], [35.02801, 135.679347], [35.02801, 135.679017]]",14,"['Daikaku-ji, 大覚寺']",[19]
1049,"[35.02819123, 135.67875507]","[[35.028333, 135.678763], [35.028333, 135.678666], [35.028, 135.678763], [35.028, 135.678666]]",4,"['Daikaku-ji, 大覚寺']",[19]
1050,"[35.02843256, 135.67845421]","[[35.028522, 135.678588], [35.028522, 135.678286], [35.028236, 135.678588], [35.028236, 135.678286]]",37,"['Daikaku-ji, 大覚寺']",[19]
1051,"[35.02827593, 135.67819243]","[[35.028422, 135.678319], [35.028422, 135.678073], [35.028133, 135.678319], [35.028133, 135.678073]]",8,"['Daikaku-ji, 大覚寺']",[19]
1052,"[35.0280442, 135.67843574]","[[35.028213, 135.678475], [35.028213, 135.678286], [35.027975, 135.678475], [35.027975, 135.678286]]",8,"['Daikaku-ji, 大覚寺']",[19]
1053,"[35.02410767, 135.7195671]","[[35.024166, 135.719825], [35.024166, 135.719166], [35.023686, 135.719825], [35.023686, 135.719166]]",7,"['Myōshinji Temple, 妙心寺']",[34]
1054,"[34.98189401, 135.7769715]","[[34.981905, 135.777019], [34.981905, 135.776963], [34.981855, 135.777019], [34.981855, 135.776963]]",3,[],[]
1055,"[34.98178573, 135.77696438]","[[34.981791, 135.776969], [34.981791, 135.776961], [34.98178, 135.776969], [34.98178, 135.776961]]",3,[],[]
1056,"[34.97957282, 135.78125259]","[[34.98008, 135.781675], [34.98008, 135.780716], [34.979319, 135.781675], [34.979319, 135.780716]]",33,[],[]
1057,"[34.97940123, 135.77978587]","[[34.979511, 135.780244], [34.979511, 135.779252], [34.979372, 135.780244], [34.979372, 135.779252]]",7,[],[]
1058,"[34.97847015, 135.77920185]","[[34.978513, 135.77945], [34.978513, 135.778883], [34.978266, 135.77945], [34.978266, 135.778883]]",7,[],[]
1059,"[34.97816987, 135.78100293]","[[34.978233, 135.781518], [34.978233, 135.780973], [34.977876, 135.781518], [34.977876, 135.780973]]",7,[],[]
1060,"[34.97815032, 135.78009695]","[[34.9783, 135.780587], [34.9783, 135.77975], [34.977883, 135.780587], [34.977883, 135.77975]]",11,[],[]
1061,"[35.00219975, 135.78646292]","[[35.002227, 135.786767], [35.002227, 135.786452], [35.002036, 135.786767], [35.002036, 135.786452]]",3,[],[]
1062,"[35.00489078, 135.75504369]","[[35.005253, 135.755696], [35.005253, 135.7545], [35.004488, 135.755696], [35.004488, 135.7545]]",129,[],[]
1063,"[34.98931262, 135.76548032]","[[34.989666, 135.766055], [34.989666, 135.765373], [34.98918, 135.766055], [34.98918, 135.765373]]",7,[],[]
1064,"[34.98910635, 135.76296046]","[[34.989588, 135.763355], [34.989588, 135.762395], [34.989058, 135.763355], [34.989058, 135.762395]]",9,[],[]
1065,"[34.98993471, 135.76484663]","[[34.990333, 135.765298], [34.990333, 135.764102], [34.989277, 135.765298], [34.989277, 135.764102]]",46,[],[]
1066,"[34.98957723, 135.76396949]","[[34.989934, 135.764388], [34.989934, 135.763767], [34.989219, 135.764388], [34.989219, 135.763767]]",9,[],[]
1067,"[34.99619022, 135.75947063]","[[34.996244, 135.759508], [34.996244, 135.759086], [34.995972, 135.759508], [34.995972, 135.759086]]",9,[],[]
1068,"[35.01606237, 135.77190824]","[[35.016219, 135.772025], [35.016219, 135.771875], [35.015815, 135.772025], [35.015815, 135.771875]]",4,[],[]
1069,"[34.89003172, 135.80228806]","[[34.890075, 135.802322], [34.890075, 135.802261], [34.889865, 135.802322], [34.889865, 135.802261]]",3,[],[]
1070,"[34.8905336, 135.80203131]","[[34.890553, 135.802188], [34.890553, 135.801758], [34.890308, 135.802188], [34.890308, 135.801758]]",3,[],[]
1071,"[34.88931771, 135.80165666]","[[34.889767, 135.802097], [34.889767, 135.80115], [34.889, 135.802097], [34.889, 135.80115]]",91,[],[]
1072,"[34.89030349, 135.8007246]","[[34.890766, 135.801077], [34.890766, 135.800333], [34.89, 135.801077], [34.89, 135.800333]]",39,[],[]
1073,"[34.8903291, 135.80110279]","[[34.890672, 135.801346], [34.890672, 135.80104], [34.890003, 135.801346], [34.890003, 135.80104]]",22,[],[]
1074,"[34.89004215, 135.80133664]","[[34.890036, 135.801508], [34.890036, 135.801119], [34.889785, 135.801508], [34.889785, 135.801119]]",6,[],[]
1075,"[34.89118083, 135.80410412]","[[34.891416, 135.804663], [34.891416, 135.803558], [34.890788, 135.804663], [34.890788, 135.803558]]",46,[],[]
